日期,股票代码,股票名称,5年均值回归的市盈率,10年均值回归的市盈率,最新市盈率,预估每股净利润增长率(%),PEG,5年均值PE回归的收益率(%),10年均值PE回归的收益率(%),最新市净率,5年均值回归的市净率,10年均值回归的市净率,报告信息
2025/11/28,600489,中金黄金,26.6,88.8,24.6,25.97%,0.9,30.80%,139.08%,3.73,2.06,2.36,"华安证券  2025-11-03  21.76  18.56  17.0  0.13137084989847603  https://pdf.dfcfw.com/pdf/H3_AP202511031774185579_1.pdf
中国银河  2025-10-31  20.26  13.75  12.6  0.2680443635522016  https://pdf.dfcfw.com/pdf/H3_AP202510311772534690_1.pdf
民生证券  2025-10-31  20.0  15.0  11.0  0.3483997249264841  https://pdf.dfcfw.com/pdf/H3_AP202510311772485896_1.pdf
国信证券  2025-10-31  19.0  12.1  11.4  0.2909944487358056  https://pdf.dfcfw.com/pdf/H3_AP202510311772414395_1.pdf"
2025/11/28,300832,新产业,35.1,39.4,28,16.78%,1.7,30.66%,38.50%,5.29,7.12,8.08,"太平洋  2025-11-11  28.2  23.78  19.92  0.18981622555855626  https://pdf.dfcfw.com/pdf/H3_AP202511111779204936_1.pdf
国信证券  2025-11-10  28.8  24.3  20.9  0.17387837130684436  https://pdf.dfcfw.com/pdf/H3_AP202511101778751806_1.pdf
华源证券  2025-11-10  26.74  23.72  20.54  0.1409864366790219  https://pdf.dfcfw.com/pdf/H3_AP202511101778884033_1.pdf
华安证券  2025-10-31  27.0  23.76  19.84  0.16657065657172843  https://pdf.dfcfw.com/pdf/H3_AP202510311772448639_1.pdf"
2025/11/28,300979,华利集团,25.5,25.5,20.8,17.39%,1.2,30.02%,30.02%,4.58,6.39,6.39,"海通国际  2025-11-06  23.0  19.0  17.0  0.1631599960755994  https://pdf.dfcfw.com/pdf/H3_AP202511061776307231_1.pdf
东吴证券  2025-11-02  20.24  17.26  14.73  0.17220583981199367  https://pdf.dfcfw.com/pdf/H3_AP202511021773352928_1.pdf
万联证券  2025-11-01  18.86  15.9  13.55  0.1797804536519445  https://pdf.dfcfw.com/pdf/H3_AP202511011773015995_1.pdf
中国银河  2025-10-31  19.96  16.83  14.51  0.17286104564498794  https://pdf.dfcfw.com/pdf/H3_AP202510311772728030_1.pdf
山西证券  2025-10-31  18.8  16.3  14.1  0.15470053837925168  https://pdf.dfcfw.com/pdf/H3_AP202510311772525994_1.pdf
华源证券  2025-10-30  18.34  15.39  12.95  0.1900488293411393  https://pdf.dfcfw.com/pdf/H3_AP202510301772072384_1.pdf
国信证券  2025-10-30  19.4  15.9  13.7  0.18998251842646163  https://pdf.dfcfw.com/pdf/H3_AP202510301772054687_1.pdf
国金证券  2025-10-30  18.68  16.05  13.69  0.16811798837698966  https://pdf.dfcfw.com/pdf/H3_AP202510301771754658_1.pdf"
2025/11/28,2142,宁波银行,9.1,9.5,6.5,9.62%,0.7,30.01%,32.59%,0.86,1.33,1.5,"东海证券  2025-10-31  6.2  5.64  5.09  0.10366419539124538  https://pdf.dfcfw.com/pdf/H3_AP202510311772627807_1.pdf
东兴证券  2025-10-30  6.22  5.68  5.16  0.09791910293479611  https://pdf.dfcfw.com/pdf/H3_AP202510301771783020_1.pdf
国信证券  2025-10-28  6.5  6.0  5.5  0.08711461300921797  https://pdf.dfcfw.com/pdf/H3_AP202510281770481235_1.pdf"
2025/11/28,600031,三一重工,25,111.9,22.7,23.72%,1,30.00%,174.88%,2.55,2.65,2.66,"东莞证券  2025-11-04  23.0  19.0  16.0  0.19895788082817978  https://pdf.dfcfw.com/pdf/H3_AP202511041775023788_1.pdf
太平洋  2025-11-04  22.79  17.96  14.35  0.2602195483742227  https://pdf.dfcfw.com/pdf/H3_AP202511041774981325_1.pdf
东吴证券  2025-11-02  24.12  18.41  16.13  0.22284515740271105  https://pdf.dfcfw.com/pdf/H3_AP202511021773856441_1.pdf
国金证券  2025-10-31  23.38  18.15  14.57  0.26675456353149385  https://pdf.dfcfw.com/pdf/H3_AP202510311772357651_1.pdf"
2025/11/28,688271,联影医疗,71.4,71.4,64.1,22.98%,2.8,29.82%,29.82%,5.27,7.15,7.15,"国信证券  2025-11-05  64.3  52.8  45.3  0.19139667976921992  https://pdf.dfcfw.com/pdf/H3_AP202511051775748869_1.pdf
华源证券  2025-11-05  60.35  49.38  40.52  0.22040483306346315  https://pdf.dfcfw.com/pdf/H3_AP202511051775672244_1.pdf
太平洋  2025-11-05  60.37  48.22  39.79  0.23175297066779255  https://pdf.dfcfw.com/pdf/H3_AP202511051775515497_1.pdf
中国银河  2025-11-04  54.23  43.37  34.7  0.2501296762707439  https://pdf.dfcfw.com/pdf/H3_AP202511041774892671_1.pdf
信达证券  2025-11-04  59.72  49.04  38.57  0.2443285911396187  https://pdf.dfcfw.com/pdf/H3_AP202511041774816232_1.pdf
招银国际  2025-10-31  61.8  49.1  38.3  0.2702665167195011  https://pdf.dfcfw.com/pdf/H3_AP202510311772354695_1.pdf
群益证券  2025-10-30  64.33  52.74  44.63  0.2005861590290272  https://pdf.dfcfw.com/pdf/H3_AP202510301771768596_1.pdf"
2025/11/28,2475,立讯精密,28.8,36.3,26.6,24.61%,1.1,29.53%,45.50%,5.28,6.33,6.96,"招银国际  2025-11-05  25.2  20.0  15.6  0.2709778186044851  https://pdf.dfcfw.com/pdf/H3_AP202511051775570011_1.pdf
浦银国际证券  2025-11-03  31.7  24.6  20.1  0.2558321654825919  https://pdf.dfcfw.com/pdf/H3_AP202511031774375442_1.pdf
华安证券  2025-11-02  27.02  21.57  18.41  0.21147868671513126  https://pdf.dfcfw.com/pdf/H3_AP202511021773352896_1.pdf"
2025/11/28,300308,中际旭创,40.2,32.9,66.9,66.16%,1,28.89%,16.51%,21.66,6.2,7.25,"山西证券  2025-11-21  51.8  20.4  15.9  0.8049547460310813  https://pdf.dfcfw.com/pdf/H3_AP202511211785558409_1.pdf
群益证券  2025-11-06  51.0  28.0  20.0  0.5968719422671311  https://pdf.dfcfw.com/pdf/H3_AP202511061776091711_1.pdf
上海证券  2025-11-06  58.91  28.33  22.56  0.6159390041855624  https://pdf.dfcfw.com/pdf/H3_AP202511061776120054_1.pdf
民生证券  2025-11-04  48.0  28.0  22.0  0.4770978917519928  https://pdf.dfcfw.com/pdf/H3_AP202511041775029491_1.pdf
中国银河  2025-11-04  51.7  25.59  20.6  0.584206027593658  https://pdf.dfcfw.com/pdf/H3_AP202511041774909780_1.pdf
招银国际  2025-11-04  49.0  22.7  15.8  0.7610411189931965  https://pdf.dfcfw.com/pdf/H3_AP202511041775003547_1.pdf
东吴证券  2025-11-03  53.07  36.48  28.59  0.3624402525479251  https://pdf.dfcfw.com/pdf/H3_AP202511031774341762_1.pdf
招银国际  2025-11-03  48.3  22.4  15.6  0.7595891128765961  https://pdf.dfcfw.com/pdf/H3_AP202511031774211632_1.pdf
国元证券  2025-11-01  46.26  29.12  24.54  0.37298418584196624  https://pdf.dfcfw.com/pdf/H3_AP202511011773273771_1.pdf
开源证券  2025-10-31  55.8  31.5  24.1  0.5216283045131078  https://pdf.dfcfw.com/pdf/H3_AP202510311772644632_1.pdf
国金证券  2025-10-31  36.98  9.51  6.31  1.4208549785681752  https://pdf.dfcfw.com/pdf/H3_AP202510311772510538_1.pdf"
2025/11/28,600958,东方证券,23,27.3,17.1,11.25%,1.5,28.77%,40.45%,1.12,1.21,1.57,"开源证券  2025-11-02  12.7  10.5  8.8  0.20132502603659175  https://pdf.dfcfw.com/pdf/H3_AP202511021773886221_1.pdf
国信证券  2025-10-31  16.57  16.11  15.81  0.023753310734437427  https://pdf.dfcfw.com/pdf/H3_AP202510311772602815_1.pdf"
2025/11/28,601899,紫金矿业,19.9,27.1,16.7,17.73%,0.9,28.64%,50.06%,4.53,3.85,3.25,"中国银河  2025-10-22  15.28  11.61  10.51  0.20575846374096352  https://pdf.dfcfw.com/pdf/H3_AP202510221767037147_1.pdf
东吴证券  2025-10-22  15.86  13.53  11.57  0.17080592621233892  https://pdf.dfcfw.com/pdf/H3_AP202510221766675265_1.pdf
国信证券  2025-10-22  15.5  12.6  11.4  0.16603993190928823  https://pdf.dfcfw.com/pdf/H3_AP202510221767005218_1.pdf
华鑫证券  2025-10-22  14.9  12.6  11.2  0.15341109013965304  https://pdf.dfcfw.com/pdf/H3_AP202510221766962996_1.pdf
中邮证券  2025-10-21  14.99  11.71  10.71  0.18305812083497242  https://pdf.dfcfw.com/pdf/H3_AP202510211766162268_1.pdf
华源证券  2025-10-21  15.47  12.74  10.85  0.19407137626395832  https://pdf.dfcfw.com/pdf/H3_AP202510211766414020_1.pdf
民生证券  2025-10-20  15.0  12.0  11.0  0.16774841624228443  https://pdf.dfcfw.com/pdf/H3_AP202510201765616790_1.pdf"
2025/11/28,538,云南白药,27.1,27.9,19.2,8.20%,2.3,28.50%,30.23%,2.52,2.76,3.68,中国银河  2025-10-31  19.0  17.74  16.23  0.08197578337513067  https://pdf.dfcfw.com/pdf/H3_AP202510311772706405_1.pdf
2025/11/28,600085,同仁堂,40.7,41.6,33.9,17.23%,2,28.48%,29.85%,3.36,4.83,4.91,西南证券  2025-04-15  29.08  24.79  21.16  0.17230163154024036  https://pdf.dfcfw.com/pdf/H3_AP202504151656777486_1.pdf
2025/11/28,600233,圆通速递,18.2,52.3,14.7,15.52%,0.9,28.47%,117.69%,1.75,2.13,4.01,"国信证券  2025-10-31  13.6  11.9  10.6  0.13270422790970815  https://pdf.dfcfw.com/pdf/H3_AP202510311772528035_1.pdf
中邮证券  2025-10-30  14.26  12.16  10.98  0.1396161434722918  https://pdf.dfcfw.com/pdf/H3_AP202510301771716904_1.pdf
信达证券  2025-10-29  13.1  11.1  9.5  0.1742858972247996  https://pdf.dfcfw.com/pdf/H3_AP202510291771259285_1.pdf
群益证券  2025-10-29  13.97  11.67  10.13  0.17433898989119712  https://pdf.dfcfw.com/pdf/H3_AP202510291771141244_1.pdf"
2025/11/28,601319,中国人保,9.9,12.5,7.2,8.94%,0.8,28.24%,43.88%,1.22,1.11,1.35,东吴证券  2025-11-01  6.67  6.12  5.62  0.08941853307786296  https://pdf.dfcfw.com/pdf/H3_AP202511011772836275_1.pdf
2025/11/28,963,华东医药,24.9,24.8,19.9,14.57%,1.4,28.02%,27.72%,3.05,3.59,4.6,"开源证券  2025-11-12  18.3  15.8  13.5  0.16428327977153212  https://pdf.dfcfw.com/pdf/H3_AP202511121779864617_1.pdf
中国银河  2025-10-31  18.63  16.03  14.3  0.14140142053407434  https://pdf.dfcfw.com/pdf/H3_AP202510311772429074_1.pdf
群益证券  2025-10-28  18.06  15.43  13.25  0.16748399043606943  https://pdf.dfcfw.com/pdf/H3_AP202510281770526979_1.pdf
国金证券  2025-10-28  17.33  15.42  14.07  0.10981919681049712  https://pdf.dfcfw.com/pdf/H3_AP202510281770469793_1.pdf"
2025/11/28,600406,国电南瑞,28.6,27.4,22.3,12.89%,1.7,27.79%,25.23%,3.62,4.41,4.31,"中国银河  2025-11-14  23.56  21.11  18.36  0.13279495093836813  https://pdf.dfcfw.com/pdf/H3_AP202511141781187315_1.pdf
中邮证券  2025-11-11  24.13  21.39  18.89  0.13021920321972402  https://pdf.dfcfw.com/pdf/H3_AP202511111779247442_1.pdf
国信证券  2025-11-07  23.7  21.0  18.5  0.13184852391169422  https://pdf.dfcfw.com/pdf/H3_AP202511071776926482_1.pdf
华安证券  2025-11-04  23.77  21.76  19.56  0.10237705610382286  https://pdf.dfcfw.com/pdf/H3_AP202511041775176325_1.pdf
民生证券  2025-11-01  24.0  21.0  18.0  0.15470053837925146  https://pdf.dfcfw.com/pdf/H3_AP202511011773319573_1.pdf
东吴证券  2025-11-01  23.35  20.82  18.56  0.12164249944076388  https://pdf.dfcfw.com/pdf/H3_AP202511011772815864_1.pdf"
2025/11/28,603986,兆易创新,95.5,96.3,100.2,30.88%,3.2,27.79%,28.32%,7.45,5.85,10.35,"中邮证券  2025-11-16  95.81  61.75  45.88  0.44508607274051193  https://pdf.dfcfw.com/pdf/H3_AP202511151781898973_1.pdf
太平洋  2025-11-10  96.39  71.87  56.98  0.3006329965236896  https://pdf.dfcfw.com/pdf/H3_AP202511101778496402_1.pdf
国信证券  2025-11-06  66.9  48.9  38.9  0.31140929708196285  https://pdf.dfcfw.com/pdf/H3_AP202511061776095220_1.pdf
中国银河  2025-11-04  94.72  67.37  50.53  0.36913475676749896  https://pdf.dfcfw.com/pdf/H3_AP202511041774875461_1.pdf
华安证券  2025-11-03  99.32  74.31  59.4  0.29307922110513873  https://pdf.dfcfw.com/pdf/H3_AP202511031774249523_1.pdf
东海证券  2025-10-30  100.18  78.63  62.03  0.2708363340371869  https://pdf.dfcfw.com/pdf/H3_AP202510301772001058_1.pdf
群益证券  2025-10-30  84.3  56.3  44.0  0.3841636792334535  https://pdf.dfcfw.com/pdf/H3_AP202510301771775166_1.pdf
国元证券  2025-10-29  113.49  102.2  92.69  0.10652786999186059  https://pdf.dfcfw.com/pdf/H3_AP202510291771334904_1.pdf
东莞证券  2025-10-29  101.98  76.77  58.92  0.3156068762428157  https://pdf.dfcfw.com/pdf/H3_AP202510291771285400_1.pdf
中银证券  2025-10-29  103.3  80.8  65.2  0.2587119719065434  https://pdf.dfcfw.com/pdf/H3_AP202510291771266733_1.pdf
中航证券  2025-10-29  96.63  70.64  57.79  0.2930926481281291  https://pdf.dfcfw.com/pdf/H3_AP202510291771099594_1.pdf
国金证券  2025-10-29  102.74  70.94  54.67  0.37086675279676284  https://pdf.dfcfw.com/pdf/H3_AP202510291771070391_1.pdf
中邮证券  2025-10-17  83.82  64.19  49.95  0.2954065300430122  https://pdf.dfcfw.com/pdf/H3_AP202510171763682483_1.pdf"
2025/11/28,601117,中国化学,10.1,12.5,7.5,8.94%,0.8,26.64%,40.67%,0.69,0.98,1.04,中国银河  2025-11-03  7.56  6.97  6.37  0.08940955880384438  https://pdf.dfcfw.com/pdf/H3_AP202511031774483842_1.pdf
2025/11/28,2415,海康威视,25.7,26.9,20.9,13.59%,1.5,26.18%,28.92%,3.51,5.67,7.24,"国信证券  2025-11-06  22.2  20.1  18.0  0.11055541659717871  https://pdf.dfcfw.com/pdf/H3_AP202511061776095188_1.pdf
海通国际  2025-10-29  22.65  19.86  16.98  0.15495552359564857  https://pdf.dfcfw.com/pdf/H3_AP202510291771231457_1.pdf
国元证券  2025-10-20  22.73  20.75  18.66  0.10368184365073585  https://pdf.dfcfw.com/pdf/H3_AP202510201765720877_1.pdf
群益证券  2025-10-20  22.45  20.39  18.34  0.10639067564480231  https://pdf.dfcfw.com/pdf/H3_AP202510201765656846_1.pdf
东吴证券  2025-10-20  22.06  19.15  16.73  0.1482984631315869  https://pdf.dfcfw.com/pdf/H3_AP202510201765289903_1.pdf
国金证券  2025-10-19  21.2  18.02  15.15  0.1829369949381916  https://pdf.dfcfw.com/pdf/H3_AP202510191765065202_1.pdf
东吴证券  2025-09-19  20.58  18.0  15.72  0.1441854331110457  https://pdf.dfcfw.com/pdf/H3_AP202509181746203869_1.pdf"
2025/11/28,338,潍柴动力,15.2,15,12.7,12.78%,1,23.23%,22.69%,1.6,1.77,1.81,"东吴证券  2025-11-03  9.78  8.3  7.86  0.11547066709990417  https://pdf.dfcfw.com/pdf/H3_AP202511031774236118_1.pdf
东吴证券  2025-11-02  10.23  8.93  8.12  0.12243138620976235  https://pdf.dfcfw.com/pdf/H3_AP202511021773676069_1.pdf
西南证券  2025-11-02  9.9  8.35  7.42  0.15508952290717248  https://pdf.dfcfw.com/pdf/H3_AP202511021773762848_1.pdf
民生证券  2025-10-31  10.0  9.0  8.0  0.1180339887498949  https://pdf.dfcfw.com/pdf/H3_AP202510311772499590_1.pdf"
2025/11/28,2027,分众传媒,23.9,922.6,19.6,11.21%,1.7,23.03%,663.81%,6.45,6.12,18.26,"华安证券  2025-11-04  20.4  18.74  17.29  0.08621948004080981  https://pdf.dfcfw.com/pdf/H3_AP202511041774848946_1.pdf
中国银河  2025-11-03  19.58  17.72  16.06  0.10416397432255531  https://pdf.dfcfw.com/pdf/H3_AP202511031774225417_1.pdf
东吴证券  2025-11-03  19.82  15.89  14.4  0.17319601469187096  https://pdf.dfcfw.com/pdf/H3_AP202511031774225406_1.pdf
太平洋  2025-11-03  20.0  19.0  17.0  0.08465228909328082  https://pdf.dfcfw.com/pdf/H3_AP202511031774185654_1.pdf"
2025/11/28,2252,上海莱士,27.9,-1.4,24.1,14.24%,1.7,22.91%,-1000.00%,1.35,1.6,4.13,"西南证券  2025-10-30  22.81  19.17  16.76  0.16660984064356144  https://pdf.dfcfw.com/pdf/H3_AP202510301772038071_1.pdf
中国银河  2025-10-28  22.07  19.29  17.65  0.11822400670816857  https://pdf.dfcfw.com/pdf/H3_AP202510281770694301_1.pdf"
2025/11/28,157,中联重科,16.1,-6,16.2,22.85%,0.7,22.33%,-1000.00%,1.2,1.19,1.11,"华鑫证券  2025-11-23  15.7  11.2  10.2  0.2406513153479144  https://pdf.dfcfw.com/pdf/H3_AP202511231786827811_1.pdf
东吴证券  2025-11-04  14.21  11.75  9.71  0.20972713982622193  https://pdf.dfcfw.com/pdf/H3_AP202511041774883993_1.pdf
东莞证券  2025-11-04  14.0  12.0  10.0  0.18321595661992318  https://pdf.dfcfw.com/pdf/H3_AP202511041775023824_1.pdf
东吴证券  2025-11-01  13.79  11.39  9.41  0.21056279233107444  https://pdf.dfcfw.com/pdf/H3_AP202511011772791021_1.pdf
国金证券  2025-10-31  13.65  10.1  8.1  0.2981468272831025  https://pdf.dfcfw.com/pdf/H3_AP202510311772376579_1.pdf"
2025/11/28,688041,海光信息,159.2,159.2,213.4,41.37%,5.2,22.10%,22.10%,23.07,12.61,12.61,"华安证券  2025-10-28  179.03  129.34  90.68  0.40509972928189497  https://pdf.dfcfw.com/pdf/H3_AP202510281770680537_1.pdf
华龙证券  2025-10-27  181.9  121.1  88.2  0.4360913190476401  https://pdf.dfcfw.com/pdf/H3_AP202510271769993802_1.pdf
群益证券  2025-10-20  166.0  114.0  79.0  0.449574359177483  https://pdf.dfcfw.com/pdf/H3_AP202510201765596724_1.pdf
国信证券  2025-10-20  135.3  96.6  83.1  0.27599327771165916  https://pdf.dfcfw.com/pdf/H3_AP202510201765520100_1.pdf
太平洋  2025-10-19  178.84  120.22  85.68  0.4447496625026728  https://pdf.dfcfw.com/pdf/H3_AP202510191765109296_1.pdf
山西证券  2025-10-17  191.6  120.7  89.4  0.4639592664349512  https://pdf.dfcfw.com/pdf/H3_AP202510171763887179_1.pdf
东吴证券  2025-10-16  173.83  117.29  82.95  0.4476186510579705  https://pdf.dfcfw.com/pdf/H3_AP202510161763408639_1.pdf
开源证券  2025-10-16  185.6  133.0  96.5  0.3868367107111659  https://pdf.dfcfw.com/pdf/H3_AP202510161763271600_1.pdf"
2025/11/28,600845,宝信软件,45.1,46.6,42.8,18.60%,2.3,21.82%,23.83%,5.57,9.22,7.24,海通国际  2025-06-22  29.44  24.85  20.93  0.18599890665776186  https://pdf.dfcfw.com/pdf/H3_AP202506221695545058_1.pdf
2025/11/28,603296,华勤技术,22.1,22.1,22.4,21.99%,1,21.25%,21.25%,3.58,3.13,3.13,"太平洋  2025-11-09  24.55  19.8  16.69  0.2128234344057418  https://pdf.dfcfw.com/pdf/H3_AP202511091777932142_1.pdf
国信证券  2025-11-06  24.5  19.7  15.8  0.24524411718843497  https://pdf.dfcfw.com/pdf/H3_AP202511061776095173_1.pdf
华安证券  2025-10-31  26.72  22.6  19.45  0.17208315417827058  https://pdf.dfcfw.com/pdf/H3_AP202510311772403565_1.pdf
国金证券  2025-10-28  23.16  18.54  14.84  0.24925854020276428  https://pdf.dfcfw.com/pdf/H3_AP202510281770481254_1.pdf"
2025/11/28,601877,正泰电器,14.6,15.7,13.3,15.47%,0.9,21.01%,25.59%,1.38,1.91,2.44,民生证券  2025-11-01  12.0  11.0  9.0  0.15470053837925146  https://pdf.dfcfw.com/pdf/H3_AP202511011773283050_1.pdf
2025/11/28,600570,恒生电子,57,1.3,52.7,16.25%,3.2,20.90%,-81.41%,6.14,12.05,13.33,民生证券  2025-11-02  50.0  44.0  37.0  0.1624763874381927  https://pdf.dfcfw.com/pdf/H3_AP202511021773886230_1.pdf
2025/11/28,601318,中国平安,8.9,10.4,7.6,11.82%,0.6,20.57%,30.74%,1.08,1.12,1.65,"国信证券  2025-11-03  7.88  7.1  6.57  0.09516718906015065  https://pdf.dfcfw.com/pdf/H3_AP202511031774452223_1.pdf
华源证券  2025-11-03  7.0  5.9  5.2  0.16023870223064263  https://pdf.dfcfw.com/pdf/H3_AP202511031774424188_1.pdf
开源证券  2025-10-29  7.57  6.96  6.26  0.0996659382370857  https://pdf.dfcfw.com/pdf/H3_AP202510291771318691_1.pdf
东吴证券  2025-10-29  7.37  6.69  5.9  0.11765492991928483  https://pdf.dfcfw.com/pdf/H3_AP202510291771102288_1.pdf"
2025/11/28,600999,招商证券,14.5,16.6,11.7,7.63%,1.5,19.91%,28.08%,1.2,1.39,1.65,"国信证券  2025-10-31  14.9  13.7  12.4  0.09618105403523858  https://pdf.dfcfw.com/pdf/H3_AP202510311772602837_1.pdf
东吴证券  2025-10-31  12.11  11.6  10.85  0.05647008109934881  https://pdf.dfcfw.com/pdf/H3_AP202510311772388708_1.pdf"
2025/11/28,600276,恒瑞医药,62.4,62.9,55.2,12.78%,4.3,19.90%,20.41%,6.92,8.53,10.91,"群益证券  2025-11-28  40.83  45.32  39.6  0.015411545168069196  https://pdf.dfcfw.com/pdf/H3_AP202511281789842939_1.pdf
中邮证券  2025-11-03  45.47  39.01  35.46  0.13238240189315698  https://pdf.dfcfw.com/pdf/H3_AP202511031774257377_1.pdf
中国银河  2025-10-31  49.03  42.18  35.03  0.18307118825665536  https://pdf.dfcfw.com/pdf/H3_AP202510311772644646_1.pdf
华源证券  2025-10-31  44.25  36.83  30.48  0.2048948724031101  https://pdf.dfcfw.com/pdf/H3_AP202510311772485934_1.pdf
西南证券  2025-10-30  53.91  44.78  37.75  0.19502279066077866  https://pdf.dfcfw.com/pdf/H3_AP202510301771954651_1.pdf
浦银国际证券  2025-10-30  45.7  45.1  43.5  0.024975469288742724  https://pdf.dfcfw.com/pdf/H3_AP202510301771791308_1.pdf
民生证券  2025-10-28  45.0  43.0  37.0  0.10282193314071164  https://pdf.dfcfw.com/pdf/H3_AP202510281770767507_1.pdf
国金证券  2025-10-28  46.56  39.8  34.36  0.16407217471231772  https://pdf.dfcfw.com/pdf/H3_AP202510281770617244_1.pdf"
2025/11/28,600760,中航沈飞,57.7,301.6,56.7,18.22%,3.1,19.33%,172.75%,7.63,9.27,12.98,"华安证券  2025-11-06  48.79  42.57  36.67  0.15347969539572293  https://pdf.dfcfw.com/pdf/H3_AP202511061776194187_1.pdf
山西证券  2025-11-03  42.6  37.3  33.3  0.13105228848151818  https://pdf.dfcfw.com/pdf/H3_AP202511031774438306_1.pdf
华鑫证券  2025-11-02  46.5  38.8  33.1  0.18525686534945085  https://pdf.dfcfw.com/pdf/H3_AP202511021773845031_1.pdf
中国银河  2025-11-01  47.65  42.47  35.94  0.15144292627347355  https://pdf.dfcfw.com/pdf/H3_AP202511011772762087_1.pdf
民生证券  2025-10-31  59.0  47.0  38.0  0.24604637913175953  https://pdf.dfcfw.com/pdf/H3_AP202510311772420257_1.pdf
东吴证券  2025-10-31  50.16  40.09  34.83  0.20005742038905594  https://pdf.dfcfw.com/pdf/H3_AP202510311772257138_1.pdf
国金证券  2025-10-30  47.6  39.24  32.6  0.2083553696601439  https://pdf.dfcfw.com/pdf/H3_AP202510301771754657_1.pdf"
2025/11/28,651,格力电器,9.5,10.9,7.1,3.63%,2,19.27%,28.05%,1.57,2.13,2.78,"中国银河  2025-11-02  7.44  7.95  7.59  -0.009930732650387908  https://pdf.dfcfw.com/pdf/H3_AP202511021773945977_1.pdf
太平洋  2025-11-02  7.63  7.0  6.51  0.08260935279198844  https://pdf.dfcfw.com/pdf/H3_AP202511021773734679_1.pdf"
2025/11/28,600030,中信证券,16.6,18.4,14.6,11.65%,1.3,19.21%,25.57%,1.46,1.47,1.53,"开源证券  2025-10-27  14.5  11.2  9.7  0.22263868776705342  https://pdf.dfcfw.com/pdf/H3_AP202510271769993782_1.pdf
国信证券  2025-10-26  14.68  13.1  12.05  0.103746919094585  https://pdf.dfcfw.com/pdf/H3_AP202510261769278153_1.pdf
民生证券  2025-10-26  18.0  16.0  15.0  0.09544511501033215  https://pdf.dfcfw.com/pdf/H3_AP202510261769511415_1.pdf
东吴证券  2025-10-25  15.52  15.17  14.23  0.04434359711757607  https://pdf.dfcfw.com/pdf/H3_AP202510251768385359_1.pdf"
2025/11/28,601788,光大证券,26.9,40.9,21.3,6.15%,3.5,19.15%,47.03%,1.34,1.35,1.38,东吴证券  2025-08-29  27.46  25.41  24.37  0.06150611870551215  https://pdf.dfcfw.com/pdf/H3_AP202508291736609252_1.pdf
2025/11/28,786,北新建材,15.4,30,14,13.34%,1,18.99%,66.32%,1.61,2.53,2.56,"国金证券  2025-11-27  13.31  11.44  10.43  0.1296577171894826  https://pdf.dfcfw.com/pdf/H3_AP202511271789328097_1.pdf
西南证券  2025-10-29  9.94  8.9  7.72  0.13470911111146822  https://pdf.dfcfw.com/pdf/H3_AP202510291771321462_1.pdf
中国银河  2025-10-29  12.31  10.87  9.51  0.13772884248954398  https://pdf.dfcfw.com/pdf/H3_AP202510291771403142_1.pdf
东兴证券  2025-10-29  12.15  11.03  9.62  0.12382995288155718  https://pdf.dfcfw.com/pdf/H3_AP202510291771322126_1.pdf
中邮证券  2025-10-28  12.36  10.81  9.49  0.14123775077477463  https://pdf.dfcfw.com/pdf/H3_AP202510281770617228_1.pdf"
2025/11/28,1,平安银行,7,7.7,5.2,1.59%,3.3,17.78%,23.47%,0.5,0.77,0.87,"东兴证券  2025-10-28  5.21  5.17  4.98  0.02283172563028324  https://pdf.dfcfw.com/pdf/H3_AP202510281770514161_1.pdf
国信证券  2025-10-26  5.7  5.7  5.6  0.008889063701823963  https://pdf.dfcfw.com/pdf/H3_AP202510261769278155_1.pdf"
2025/11/28,600219,南山铝业,13.4,19.4,10.7,5.08%,2.1,17.71%,41.62%,1.05,0.97,0.92,国信证券  2025-11-02  10.6  10.2  9.6  0.05079335107654104  https://pdf.dfcfw.com/pdf/H3_AP202511021773886252_1.pdf
2025/11/28,601377,兴业证券,20.1,26.8,17.4,9.41%,1.8,17.60%,35.77%,1.04,1.15,1.36,"国信证券  2025-10-31  24.5  22.1  20.0  0.10679718105893277  https://pdf.dfcfw.com/pdf/H3_AP202510311772602816_1.pdf
东吴证券  2025-10-31  18.1  16.88  15.48  0.08131893814675806  https://pdf.dfcfw.com/pdf/H3_AP202510311772285343_1.pdf"
2025/11/28,601888,中国中免,47.8,47.1,48.1,16.45%,2.9,16.14%,15.27%,2.94,9.49,8.59,"中航证券  2025-11-27  45.08  37.64  30.71  0.21157985996895134  https://pdf.dfcfw.com/pdf/H3_AP202511271789330652_1.pdf
太平洋  2025-11-09  38.69  31.29  27.4  0.1882944902760586  https://pdf.dfcfw.com/pdf/H3_AP202511091777932137_1.pdf
群益证券  2025-11-03  29.0  28.0  26.0  0.056117709057383225  https://pdf.dfcfw.com/pdf/H3_AP202511031774350270_1.pdf
国信证券  2025-11-02  39.8  33.3  28.7  0.17760756701098557  https://pdf.dfcfw.com/pdf/H3_AP202511021773886245_1.pdf
中国银河  2025-10-31  38.97  31.86  27.58  0.1886885296807712  https://pdf.dfcfw.com/pdf/H3_AP202510311772534714_1.pdf"
