日期,股票代码,股票名称,5年均值回归的市盈率,10年均值回归的市盈率,最新市盈率,预估每股净利润增长率(%),PEG,5年均值PE回归的收益率(%),10年均值PE回归的收益率(%),最新市净率,5年均值回归的市净率,10年均值回归的市净率,报告信息
2025/11/28,601799,星宇股份,38.8,35.9,21.9,23.70%,0.9,64.60%,58.35%,3.11,5.48,4.96,"国信证券  2025-11-02  21.8  17.4  13.9  0.25233594683735205  https://pdf.dfcfw.com/pdf/H3_AP202511021773721655_1.pdf
东吴证券  2025-10-31  22.35  18.04  14.68  0.23388798682566714  https://pdf.dfcfw.com/pdf/H3_AP202510311772198884_1.pdf
民生证券  2025-10-30  21.0  18.0  14.0  0.22474487139158894  https://pdf.dfcfw.com/pdf/H3_AP202510301772065611_1.pdf"
2025/11/28,625,长安汽车,24.1,36.9,17.4,39.19%,0.4,63.76%,102.67%,1.53,2.04,1.7,"东海证券  2025-11-07  20.72  16.21  11.82  0.3239943666459919  https://pdf.dfcfw.com/pdf/H3_AP202511071776696433_1.pdf
东莞证券  2025-11-05  19.76  15.3  11.22  0.32707980919172663  https://pdf.dfcfw.com/pdf/H3_AP202511051775660235_1.pdf
民生证券  2025-11-04  19.0  15.0  11.0  0.3142574813455419  https://pdf.dfcfw.com/pdf/H3_AP202511041774923027_1.pdf
民生证券  2025-10-28  20.0  15.0  11.0  0.3483997249264841  https://pdf.dfcfw.com/pdf/H3_AP202510281770216329_1.pdf
国元证券  2025-10-27  22.49  15.63  12.01  0.3684320083701844  https://pdf.dfcfw.com/pdf/H3_AP202510271769818301_1.pdf
开源证券  2025-10-26  28.0  16.0  11.8  0.5404159684748153  https://pdf.dfcfw.com/pdf/H3_AP202510261769332237_1.pdf
东吴证券  2025-10-25  28.53  16.73  12.34  0.5205240928764754  https://pdf.dfcfw.com/pdf/H3_AP202510251768933271_1.pdf"
2025/11/28,603799,华友钴业,34.8,-181.8,21.9,29.15%,0.8,62.74%,-1000.00%,2.46,4.28,5.42,"中银证券  2025-11-10  20.9  15.9  13.4  0.24888009534034672  https://pdf.dfcfw.com/pdf/H3_AP202511101778713507_1.pdf
华安证券  2025-11-05  20.95  14.91  11.67  0.33985124959334456  https://pdf.dfcfw.com/pdf/H3_AP202511051775515508_1.pdf
华源证券  2025-10-23  19.41  15.58  12.72  0.23529081443456668  https://pdf.dfcfw.com/pdf/H3_AP202510231767582256_1.pdf
东吴证券  2025-10-20  19.35  12.93  10.74  0.3422652411701763  https://pdf.dfcfw.com/pdf/H3_AP202510201765629365_1.pdf
民生证券  2025-10-20  20.0  15.0  12.0  0.2909944487358056  https://pdf.dfcfw.com/pdf/H3_AP202510201765533685_1.pdf"
2025/11/28,2230,科大讯飞,221.3,172.6,136.7,27.74%,4.9,62.51%,43.54%,6.43,7.1,7.31,"民生证券  2025-10-22  164.0  108.0  85.0  0.38903267229604155  https://pdf.dfcfw.com/pdf/H3_AP202510221767090932_1.pdf
信达证券  2025-10-22  130.84  100.65  80.32  0.2763166001212318  https://pdf.dfcfw.com/pdf/H3_AP202510221766929694_1.pdf
国金证券  2025-10-21  124.85  102.54  91.69  0.1668990518965412  https://pdf.dfcfw.com/pdf/H3_AP202510211766177157_1.pdf"
2025/11/28,2648,卫星化学,15.3,8.9,9.3,26.54%,0.3,62.48%,24.40%,1.77,2.81,2.55,"华安证券  2025-10-27  11.06  7.24  5.81  0.3797153539159175  https://pdf.dfcfw.com/pdf/H3_AP202510271769864095_1.pdf
国信证券  2025-10-26  10.6  9.4  8.0  0.15108644332213372  https://pdf.dfcfw.com/pdf/H3_AP202510261769487554_1.pdf"
2025/11/28,688036,传音控股,28.3,28.7,19.5,34.14%,0.6,61.66%,63.03%,3.67,6.82,6.83,"开源证券  2025-11-19  23.6  16.6  12.5  0.3740451229854136  https://pdf.dfcfw.com/pdf/H3_AP202511191784337653_1.pdf
华源证券  2025-11-10  25.6  19.1  13.19  0.39314905560375846  https://pdf.dfcfw.com/pdf/H3_AP202511101778796724_1.pdf
太平洋  2025-11-07  25.85  17.63  14.04  0.3568964924297253  https://pdf.dfcfw.com/pdf/H3_AP202511071776663756_1.pdf
华安证券  2025-10-31  26.45  22.91  17.16  0.24152136162665006  https://pdf.dfcfw.com/pdf/H3_AP202510311772429131_1.pdf"
2025/11/28,300014,亿纬锂能,49.2,51.7,40,44.85%,0.9,60.69%,64.67%,3.74,7.11,7.36,"中航证券  2025-11-21  37.0  22.0  16.0  0.5206906325745548  https://pdf.dfcfw.com/pdf/H3_AP202511211785357117_1.pdf
中银证券  2025-11-11  39.7  24.2  18.1  0.4810030944416883  https://pdf.dfcfw.com/pdf/H3_AP202511111779101229_1.pdf
群益证券  2025-10-29  32.75  19.94  15.22  0.4668926278372094  https://pdf.dfcfw.com/pdf/H3_AP202510291771122737_1.pdf
交银国际证券  2025-10-27  39.1  23.3  18.4  0.4577379737113252  https://pdf.dfcfw.com/pdf/H3_AP202510271770143538_1.pdf
国信证券  2025-10-24  35.6  21.3  16.7  0.4600467550548195  https://pdf.dfcfw.com/pdf/H3_AP202510241768176608_1.pdf
东莞证券  2025-10-24  36.31  22.6  17.95  0.42226622881468323  https://pdf.dfcfw.com/pdf/H3_AP202510241768168736_1.pdf
国金证券  2025-10-24  36.91  20.4  15.74  0.5313330598793791  https://pdf.dfcfw.com/pdf/H3_AP202510241767961285_1.pdf
东吴证券  2025-10-24  35.61  19.24  14.52  0.5660393797229286  https://pdf.dfcfw.com/pdf/H3_AP202510241767961262_1.pdf
群益证券  2025-09-24  34.33  22.38  16.96  0.422734876321617  https://pdf.dfcfw.com/pdf/H3_AP202509241749694852_1.pdf
国信证券  2025-09-10  32.1  20.8  17.0  0.3741307412752424  https://pdf.dfcfw.com/pdf/H3_AP202509101741144739_1.pdf
西南证券  2025-09-04  26.1  17.41  13.04  0.41475571825361035  https://pdf.dfcfw.com/pdf/H3_AP202509041738712700_1.pdf
东吴证券  2025-09-04  27.76  17.46  12.47  0.4920263880314575  https://pdf.dfcfw.com/pdf/H3_AP202509041738738682_1.pdf
中航证券  2025-09-03  25.0  15.0  13.0  0.38675049056307276  https://pdf.dfcfw.com/pdf/H3_AP202509021738163734_1.pdf
中国银河  2025-08-25  21.82  14.61  11.62  0.3703272973612135  https://pdf.dfcfw.com/pdf/H3_AP202508251734087629_1.pdf
民生证券  2025-08-24  22.0  14.0  10.0  0.48323969741913264  https://pdf.dfcfw.com/pdf/H3_AP202508241733689344_1.pdf
东吴证券  2025-08-23  21.03  13.98  10.75  0.39867046503722303  https://pdf.dfcfw.com/pdf/H3_AP202508231733059445_1.pdf
东莞证券  2025-08-22  23.49  14.28  11.87  0.4067474899288892  https://pdf.dfcfw.com/pdf/H3_AP202508221732348789_1.pdf
国金证券  2025-08-22  22.62  14.3  11.25  0.4179797835888448  https://pdf.dfcfw.com/pdf/H3_AP202508221732200551_1.pdf"
2025/11/28,300661,圣邦股份,108.9,109.2,72,28.08%,2.6,57.46%,57.71%,8.2,19.18,18.17,"国信证券  2025-10-29  80.7  61.8  46.1  0.32308060954321327  https://pdf.dfcfw.com/pdf/H3_AP202510291771122726_1.pdf
国元证券  2025-10-27  81.37  65.9  53.05  0.2384813296009063  https://pdf.dfcfw.com/pdf/H3_AP202510271769969857_1.pdf"
2025/11/28,596,古井贡酒,37.4,34.4,18.6,10.19%,1.8,56.41%,49.89%,3.45,6.72,6.32,"西南证券  2025-11-06  18.42  17.13  15.52  0.08942905693904324  https://pdf.dfcfw.com/pdf/H3_AP202511061776296434_1.pdf
国信证券  2025-11-05  18.7  18.5  16.7  0.058187355359114123  https://pdf.dfcfw.com/pdf/H3_AP202511051775482887_1.pdf
华鑫证券  2025-11-05  18.5  17.2  15.4  0.09603772804529931  https://pdf.dfcfw.com/pdf/H3_AP202511051775482914_1.pdf
太平洋  2025-11-03  19.29  18.56  16.79  0.07186666785701235  https://pdf.dfcfw.com/pdf/H3_AP202511031774185653_1.pdf
东吴证券  2025-11-01  17.58  15.52  13.91  0.12420592632023797  https://pdf.dfcfw.com/pdf/H3_AP202511011772797480_1.pdf
国金证券  2025-10-31  18.4  16.3  13.4  0.17180814485913554  https://pdf.dfcfw.com/pdf/H3_AP202510311772414432_1.pdf"
2025/11/28,603501,豪威集团,55.3,529.3,34.7,23.20%,1.5,55.37%,380.84%,5.26,9.85,12.36,"华安证券  2025-11-13  33.24  26.07  21.13  0.25424032324448786  https://pdf.dfcfw.com/pdf/H3_AP202511131780556920_1.pdf
中邮证券  2025-11-12  33.9  26.95  21.33  0.2606787179202952  https://pdf.dfcfw.com/pdf/H3_AP202511121779987369_1.pdf
国信证券  2025-11-05  34.6  27.1  22.1  0.25124372515050264  https://pdf.dfcfw.com/pdf/H3_AP202511051775482889_1.pdf
华龙证券  2025-11-04  36.2  30.1  26.6  0.16657715374470516  https://pdf.dfcfw.com/pdf/H3_AP202511041774803716_1.pdf
国元证券  2025-10-30  37.02  29.53  24.57  0.22748340384524424  https://pdf.dfcfw.com/pdf/H3_AP202510301771911360_1.pdf"
2025/11/28,688082,盛美上海,77.8,77.8,45.6,18.89%,2.4,55.24%,55.24%,5.71,9.51,9.51,"华安证券  2025-11-23  49.91  40.56  37.05  0.16064573213343958  https://pdf.dfcfw.com/pdf/H3_AP202511231786950539_1.pdf
中邮证券  2025-11-18  46.85  38.99  31.37  0.22207409515089993  https://pdf.dfcfw.com/pdf/H3_AP202511181783500603_1.pdf
东吴证券  2025-11-03  46.11  37.48  32.89  0.18403795556001912  https://pdf.dfcfw.com/pdf/H3_AP202511031774543746_1.pdf"
2025/11/28,300628,亿联网络,31,33.5,16.8,13.84%,1.2,54.62%,60.71%,4.93,8.2,8.77,山西证券  2025-11-18  16.2  14.7  12.5  0.13841995766061665  https://pdf.dfcfw.com/pdf/H3_AP202511181783534120_1.pdf
2025/11/28,605499,东鹏饮料,47.7,47.7,31.3,24.65%,1.3,53.88%,53.88%,15.58,15.93,15.93,"海通国际  2025-11-12  35.0  27.0  23.0  0.23358790948792252  https://pdf.dfcfw.com/pdf/H3_AP202511121779734642_1.pdf
太平洋  2025-11-04  31.75  24.48  20.49  0.24480374324614296  https://pdf.dfcfw.com/pdf/H3_AP202511041774816190_1.pdf
中国银河  2025-10-29  33.97  27.09  22.04  0.2414864341760623  https://pdf.dfcfw.com/pdf/H3_AP202510291771231469_1.pdf
开源证券  2025-10-28  33.2  26.2  22.6  0.21203405425448607  https://pdf.dfcfw.com/pdf/H3_AP202510281770696357_1.pdf
中邮证券  2025-10-28  32.99  26.04  21.43  0.2407379677513266  https://pdf.dfcfw.com/pdf/H3_AP202510281770526988_1.pdf
群益证券  2025-10-28  34.0  27.0  22.0  0.24316312101612203  https://pdf.dfcfw.com/pdf/H3_AP202510281770502097_1.pdf
万联证券  2025-10-27  33.66  27.14  21.88  0.2403190012504397  https://pdf.dfcfw.com/pdf/H3_AP202510271770126751_1.pdf
西南证券  2025-10-27  33.9  26.87  21.94  0.24302979163768024  https://pdf.dfcfw.com/pdf/H3_AP202510271770125065_1.pdf
华源证券  2025-10-27  34.27  26.34  21.21  0.27112048564037217  https://pdf.dfcfw.com/pdf/H3_AP202510271770110245_1.pdf
信达证券  2025-10-27  35.05  26.82  21.56  0.27502773806634884  https://pdf.dfcfw.com/pdf/H3_AP202510271770042484_1.pdf
东莞证券  2025-10-27  34.13  27.19  22.57  0.22970903691198608  https://pdf.dfcfw.com/pdf/H3_AP202510271770021246_1.pdf
华安证券  2025-10-27  33.85  25.72  20.28  0.29194897341241033  https://pdf.dfcfw.com/pdf/H3_AP202510271769880494_1.pdf
民生证券  2025-10-26  34.0  27.0  22.0  0.24316312101612203  https://pdf.dfcfw.com/pdf/H3_AP202510261769571281_1.pdf
国信证券  2025-10-26  32.3  25.5  20.9  0.24316312101612203  https://pdf.dfcfw.com/pdf/H3_AP202510261769413274_1.pdf
国金证券  2025-10-26  34.26  27.01  21.83  0.252756923103185  https://pdf.dfcfw.com/pdf/H3_AP202510251768824030_1.pdf
东吴证券  2025-10-25  33.99  26.75  22.18  0.2379263617787024  https://pdf.dfcfw.com/pdf/H3_AP202510251768849242_1.pdf"
2025/11/28,300502,新易盛,39.7,63.7,46,63.18%,0.7,51.60%,92.01%,23.8,8.58,8.23,"中国银河  2025-11-04  39.52  21.2  15.79  0.5820397924841103  https://pdf.dfcfw.com/pdf/H3_AP202511041774892730_1.pdf
国元证券  2025-11-01  34.73  23.59  18.28  0.378365187753096  https://pdf.dfcfw.com/pdf/H3_AP202511011773273774_1.pdf
民生证券  2025-11-01  39.0  18.0  13.0  0.7320508075688772  https://pdf.dfcfw.com/pdf/H3_AP202511011773142563_1.pdf
国金证券  2025-10-31  40.46  13.16  9.51  1.0626364148877596  https://pdf.dfcfw.com/pdf/H3_AP202510311772517730_1.pdf
开源证券  2025-10-30  48.1  28.1  24.4  0.40403400080262886  https://pdf.dfcfw.com/pdf/H3_AP202510301771775229_1.pdf"
2025/11/28,300759,康龙化成,52.8,62.2,34,20.83%,1.6,50.52%,63.32%,3.52,7.41,8.21,"浦银国际证券  2025-11-03  33.5  27.2  22.8  0.21214613212023048  https://pdf.dfcfw.com/pdf/H3_AP202511031774376562_1.pdf
信达证券  2025-10-30  36.24  29.96  24.98  0.20447524195675748  https://pdf.dfcfw.com/pdf/H3_AP202510301771728965_1.pdf"
2025/11/28,600161,天坛生物,45.3,-144.4,26,13.96%,1.9,50.49%,-1000.00%,2.98,5.34,6.78,"西南证券  2025-10-30  28.53  24.98  22.42  0.1280622906861808  https://pdf.dfcfw.com/pdf/H3_AP202510301771866472_1.pdf
中国银河  2025-10-27  28.83  25.12  21.76  0.15104651871038377  https://pdf.dfcfw.com/pdf/H3_AP202510261769511433_1.pdf"
2025/11/28,568,泸州老窖,30.5,30.5,15.8,6.76%,2.3,48.22%,48.23%,4.03,8.82,7.25,"太平洋  2025-11-13  16.07  15.63  14.31  0.05971265701780948  https://pdf.dfcfw.com/pdf/H3_AP202511131780628730_1.pdf
山西证券  2025-11-05  16.0  15.9  14.4  0.05409255338945984  https://pdf.dfcfw.com/pdf/H3_AP202511041775199219_1.pdf
华鑫证券  2025-11-04  16.4  15.6  14.4  0.06718737290547483  https://pdf.dfcfw.com/pdf/H3_AP202511041775026506_1.pdf
西南证券  2025-11-04  16.97  16.36  15.0  0.06364154362893015  https://pdf.dfcfw.com/pdf/H3_AP202511041774862329_1.pdf
华安证券  2025-11-03  17.59  16.93  15.54  0.06391617711059938  https://pdf.dfcfw.com/pdf/H3_AP202511031774282728_1.pdf
民生证券  2025-11-02  17.0  17.0  16.0  0.030776406404415146  https://pdf.dfcfw.com/pdf/H3_AP202511021773856364_1.pdf
东吴证券  2025-11-01  17.16  16.88  15.27  0.06008117715630634  https://pdf.dfcfw.com/pdf/H3_AP202511011772797494_1.pdf
国信证券  2025-10-31  16.9  16.2  14.4  0.08333333333333326  https://pdf.dfcfw.com/pdf/H3_AP202510311772604659_1.pdf
国金证券  2025-10-31  15.7  14.1  12.4  0.12522399203805845  https://pdf.dfcfw.com/pdf/H3_AP202510311772376597_1.pdf"
2025/11/28,601901,方正证券,33,40,15.8,2.09%,7.6,47.50%,62.46%,1.27,1.46,1.56,东吴证券  2025-08-31  17.3  17.6  16.6  0.020866629241447443  https://pdf.dfcfw.com/pdf/H3_AP202508311737319336_1.pdf
2025/11/28,688169,石头科技,30,31.1,25.6,35.28%,0.7,46.55%,49.08%,2.87,5.01,5.54,"太平洋  2025-11-10  24.78  17.91  14.23  0.319617909306932  https://pdf.dfcfw.com/pdf/H3_AP202511101778754148_1.pdf
华鑫证券  2025-11-04  23.6  17.2  13.8  0.30772509631658895  https://pdf.dfcfw.com/pdf/H3_AP202511041774827319_1.pdf
开源证券  2025-11-02  27.7  17.8  13.5  0.4324286550651839  https://pdf.dfcfw.com/pdf/H3_AP202511021773654278_1.pdf
国金证券  2025-10-31  29.28  20.48  15.55  0.3722092403700368  https://pdf.dfcfw.com/pdf/H3_AP202510311772414441_1.pdf
中国银河  2025-10-31  29.96  18.49  13.26  0.5031389981176531  https://pdf.dfcfw.com/pdf/H3_AP202510311772728043_1.pdf
海通国际  2025-10-31  25.07  21.24  17.96  0.18147354297056562  https://pdf.dfcfw.com/pdf/H3_AP202510311772485907_1.pdf"
2025/11/28,600803,新奥股份,25.7,34.8,14.9,11.21%,1.3,46.05%,69.95%,2.78,3.4,2.89,"东吴证券  2025-11-02  11.75  10.95  9.56  0.10863857857642212  https://pdf.dfcfw.com/pdf/H3_AP202511021773762787_1.pdf
信达证券  2025-10-31  10.43  9.3  8.38  0.11562989902523024  https://pdf.dfcfw.com/pdf/H3_AP202510311772558226_1.pdf"
2025/11/28,975,山金国际,25.3,36.9,20.3,30.80%,0.7,46.03%,76.30%,4.09,3.32,3.4,"联储证券  2025-10-28  17.29  14.42  9.26  0.36644452004093164  https://pdf.dfcfw.com/pdf/H3_AP202510281770735629_1.pdf
中国银河  2025-10-27  14.8  11.44  8.7  0.3042811910348766  https://pdf.dfcfw.com/pdf/H3_AP202510271770013779_1.pdf
国信证券  2025-10-26  17.2  13.5  9.9  0.31809473763221474  https://pdf.dfcfw.com/pdf/H3_AP202510261769413285_1.pdf
民生证券  2025-10-24  17.0  14.0  11.0  0.24316312101612203  https://pdf.dfcfw.com/pdf/H3_AP202510241768065543_1.pdf"
2025/11/28,768,中航西飞,95.7,102.8,62.9,17.32%,3.6,44.80%,50.04%,3.09,4.28,3.78,"山西证券  2025-11-06  60.9  52.9  44.9  0.16462330337014297  https://pdf.dfcfw.com/pdf/H3_AP202511061776298529_1.pdf
东吴证券  2025-11-03  62.77  53.4  44.58  0.18660461273070705  https://pdf.dfcfw.com/pdf/H3_AP202511031774483821_1.pdf
国金证券  2025-10-30  60.5  52.41  44.31  0.16849487604049074  https://pdf.dfcfw.com/pdf/H3_AP202510301771720661_1.pdf"
2025/11/28,688111,金山办公,117.2,143.6,80.8,20.24%,4,44.78%,60.24%,11.89,15.69,19.13,"华安证券  2025-11-05  84.88  69.55  56.6  0.22460060554841332  https://pdf.dfcfw.com/pdf/H3_AP202511051775455797_1.pdf
太平洋  2025-11-03  83.89  69.5  59.96  0.18283532226583987  https://pdf.dfcfw.com/pdf/H3_AP202511031774416361_1.pdf
中邮证券  2025-10-30  83.24  69.93  57.89  0.1991244574695492  https://pdf.dfcfw.com/pdf/H3_AP202510301771999162_1.pdf
山西证券  2025-10-30  83.6  69.4  58.2  0.19850995692087925  https://pdf.dfcfw.com/pdf/H3_AP202510301771879656_1.pdf
民生证券  2025-10-30  82.0  65.0  54.0  0.23228183404549085  https://pdf.dfcfw.com/pdf/H3_AP202510301771775223_1.pdf
国元证券  2025-10-29  86.33  73.81  64.55  0.15646567534424438  https://pdf.dfcfw.com/pdf/H3_AP202510291771334911_1.pdf
国信证券  2025-10-29  82.2  67.3  54.9  0.22362893050256116  https://pdf.dfcfw.com/pdf/H3_AP202510291771122749_1.pdf
东兴证券  2025-10-29  86.04  70.11  55.49  0.24521068441662952  https://pdf.dfcfw.com/pdf/H3_AP202510291771122741_1.pdf
开源证券  2025-10-28  73.5  61.5  50.8  0.20285094409107374  https://pdf.dfcfw.com/pdf/H3_AP202510281770602473_1.pdf
群益证券  2025-10-13  79.0  67.0  54.0  0.20953005872651342  https://pdf.dfcfw.com/pdf/H3_AP202510131761348793_1.pdf
西南证券  2025-09-16  78.17  67.23  57.67  0.16424687332013943  https://pdf.dfcfw.com/pdf/H3_AP202509161744846215_1.pdf
海通国际  2025-09-10  81.74  69.08  55.79  0.21042848667234848  https://pdf.dfcfw.com/pdf/H3_AP202509101740988535_1.pdf
东莞证券  2025-09-01  87.0  72.0  59.0  0.214321321226981  https://pdf.dfcfw.com/pdf/H3_AP202509011737740268_1.pdf
国元证券  2025-09-01  91.05  79.72  71.52  0.12830424522761485  https://pdf.dfcfw.com/pdf/H3_AP202509011737682648_1.pdf
东兴证券  2025-08-28  84.03  69.13  55.18  0.23403175010834398  https://pdf.dfcfw.com/pdf/H3_AP202508281735851491_1.pdf
信达证券  2025-08-27  79.11  67.29  56.38  0.18454934381172827  https://pdf.dfcfw.com/pdf/H3_AP202508271735367884_1.pdf
民生证券  2025-08-26  79.0  62.0  52.0  0.23257079684323578  https://pdf.dfcfw.com/pdf/H3_AP202508261734611943_1.pdf
太平洋  2025-08-25  79.23  66.43  56.63  0.18282786523868144  https://pdf.dfcfw.com/pdf/H3_AP202508251734313547_1.pdf
山西证券  2025-08-25  85.1  72.3  60.8  0.1830769428196879  https://pdf.dfcfw.com/pdf/H3_AP202508251734168008_1.pdf
中国银河  2025-08-25  78.8  65.83  49.95  0.2560165514743735  https://pdf.dfcfw.com/pdf/H3_AP202508251734127425_1.pdf
国信证券  2025-08-22  73.4  60.1  49.0  0.22391142803450848  https://pdf.dfcfw.com/pdf/H3_AP202508221732165328_1.pdf
开源证券  2025-08-21  74.2  63.7  54.9  0.1625610820860366  https://pdf.dfcfw.com/pdf/H3_AP202508211731630898_1.pdf"
2025/11/28,603993,洛阳钼业,26.2,43.1,17.8,19.06%,0.9,44.61%,85.48%,4.47,2.8,3.09,"中邮证券  2025-10-31  18.62  14.67  11.9  0.2508820417421225  https://pdf.dfcfw.com/pdf/H3_AP202510311772625013_1.pdf
华源证券  2025-10-31  18.66  14.94  13.3  0.1844861834555067  https://pdf.dfcfw.com/pdf/H3_AP202510311772600457_1.pdf
国信证券  2025-10-31  19.2  16.5  15.7  0.10586162620181927  https://pdf.dfcfw.com/pdf/H3_AP202510311772528037_1.pdf
东吴证券  2025-10-29  19.06  14.06  12.05  0.2576735421361187  https://pdf.dfcfw.com/pdf/H3_AP202510291771110308_1.pdf
中国银河  2025-10-28  18.49  15.23  14.34  0.13551762599266937  https://pdf.dfcfw.com/pdf/H3_AP202510281770694676_1.pdf
民生证券  2025-10-27  19.0  15.0  13.0  0.20894104965397764  https://pdf.dfcfw.com/pdf/H3_AP202510271770189351_1.pdf"
2025/11/28,600600,青岛啤酒,34.1,35.8,18.7,7.12%,2.6,44.49%,48.05%,2.77,4.62,3.86,"诚通证券  2025-11-12  19.4  19.0  18.4  0.026814406836482174  https://pdf.dfcfw.com/pdf/H3_AP202511121779898165_1.pdf
东海证券  2025-11-03  19.27  17.93  16.42  0.08331381349727418  https://pdf.dfcfw.com/pdf/H3_AP202511031774526861_1.pdf
浦银国际证券  2025-10-30  19.6  18.7  17.9  0.046409129852710285  https://pdf.dfcfw.com/pdf/H3_AP202510301771791273_1.pdf
国信证券  2025-10-30  19.1  17.9  16.9  0.06309807392963496  https://pdf.dfcfw.com/pdf/H3_AP202510301771739187_1.pdf
中国银河  2025-10-29  19.31  18.17  17.1  0.06265693715416498  https://pdf.dfcfw.com/pdf/H3_AP202510291771292443_1.pdf
民生证券  2025-10-29  19.0  18.0  17.0  0.05718827974184881  https://pdf.dfcfw.com/pdf/H3_AP202510291771284602_1.pdf
太平洋  2025-10-29  19.4  17.87  16.27  0.09196090174528737  https://pdf.dfcfw.com/pdf/H3_AP202510291771213817_1.pdf
万联证券  2025-10-29  18.57  17.03  15.78  0.08480693381365789  https://pdf.dfcfw.com/pdf/H3_AP202510291771078163_1.pdf
东莞证券  2025-10-28  19.44  18.16  17.4  0.05699639512646648  https://pdf.dfcfw.com/pdf/H3_AP202510281770787751_1.pdf
西南证券  2025-10-28  19.34  18.28  17.28  0.05792861903011337  https://pdf.dfcfw.com/pdf/H3_AP202510281770710594_1.pdf
开源证券  2025-10-28  18.8  17.1  15.3  0.10849364902765246  https://pdf.dfcfw.com/pdf/H3_AP202510281770696397_1.pdf
华源证券  2025-10-28  19.43  18.04  16.63  0.08091184419119402  https://pdf.dfcfw.com/pdf/H3_AP202510281770676970_1.pdf
信达证券  2025-10-28  19.65  18.45  17.22  0.06822983602705901  https://pdf.dfcfw.com/pdf/H3_AP202510281770670236_1.pdf
东吴证券  2025-10-28  18.98  17.0  15.45  0.10836770270578278  https://pdf.dfcfw.com/pdf/H3_AP202510281770519969_1.pdf"
2025/11/28,300999,金龙鱼,70.5,69.8,42.2,11.53%,3.7,44.12%,43.46%,1.68,2.99,3.03,国信证券  2025-11-07  55.1  47.5  44.3  0.11525437683805273  https://pdf.dfcfw.com/pdf/H3_AP202511071776710415_1.pdf
2025/11/28,603833,欧派家居,23.6,28.3,13.5,8.29%,1.6,43.24%,56.84%,1.71,4.18,5.4,"国信证券  2025-11-05  13.5  12.0  11.1  0.10282193314071164  https://pdf.dfcfw.com/pdf/H3_AP202511051775744435_1.pdf
华安证券  2025-11-04  13.23  12.33  11.46  0.07445347120296675  https://pdf.dfcfw.com/pdf/H3_AP202511041774868855_1.pdf
信达证券  2025-11-02  13.12  12.09  11.22  0.08136046878832692  https://pdf.dfcfw.com/pdf/H3_AP202511011773273788_1.pdf
国金证券  2025-10-31  13.04  11.97  11.33  0.07281253868499915  https://pdf.dfcfw.com/pdf/H3_AP202510311772376589_1.pdf"
2025/11/28,688187,时代电气,26.3,26.3,17,14.98%,1.1,42.77%,42.77%,1.65,2.02,2.02,"上海证券  2025-11-09  17.78  14.76  12.41  0.1969609651004558  https://pdf.dfcfw.com/pdf/H3_AP202511091778131654_1.pdf
中国银河  2025-11-07  16.33  14.68  13.43  0.10269418927273066  https://pdf.dfcfw.com/pdf/H3_AP202511071776710359_1.pdf"
2025/11/28,603288,海天味业,52,50.1,31.6,10.35%,3.1,41.66%,39.07%,5.47,13.78,14.48,"西南证券  2025-11-07  32.17  28.87  26.43  0.10325765343711746  https://pdf.dfcfw.com/pdf/H3_AP202511071776937415_1.pdf
华安证券  2025-11-03  31.86  28.76  26.08  0.10527180678381809  https://pdf.dfcfw.com/pdf/H3_AP202511031774245817_1.pdf
华鑫证券  2025-11-02  31.8  28.6  26.1  0.10380741282059769  https://pdf.dfcfw.com/pdf/H3_AP202511021773633110_1.pdf
中国银河  2025-10-30  31.87  28.38  26.04  0.10629396126212254  https://pdf.dfcfw.com/pdf/H3_AP202510301771528768_1.pdf
民生证券  2025-10-30  32.0  30.0  27.0  0.08866210790363471  https://pdf.dfcfw.com/pdf/H3_AP202510301771897065_1.pdf
开源证券  2025-10-30  31.9  28.3  25.8  0.11195058726866636  https://pdf.dfcfw.com/pdf/H3_AP202510301771744661_1.pdf
国信证券  2025-10-29  31.8  29.3  27.0  0.08525470640664712  https://pdf.dfcfw.com/pdf/H3_AP202510291771317153_1.pdf
东莞证券  2025-10-29  31.95  28.81  26.21  0.10408350297147617  https://pdf.dfcfw.com/pdf/H3_AP202510291771254437_1.pdf
群益证券  2025-10-29  32.0  28.0  26.0  0.1094003924504583  https://pdf.dfcfw.com/pdf/H3_AP202510291771148076_1.pdf
国金证券  2025-10-29  32.17  28.47  25.8  0.1166464188838836  https://pdf.dfcfw.com/pdf/H3_AP202510291771070398_1.pdf"
